time,shunt_voltage,bus_voltage_V,current_mA,power_mW
1,442,5.201,434,2300
1,658,5.189,616,3340
0,473,5.197,463,2420
0,769,5.189,651,3380
0,625,5.189,612,3180
1,429,5.205,434,2200
1,473,5.201,494,2420
1,718,5.177,743,3400
1,616,5.185,727,2940
0,953,5.165,1056,5840
0,608,5.185,650,3380
0,926,5.161,967,5020
1,677,5.197,501,2620
1,462,5.197,464,2680
1,434,5.205,424,2400
1,651,5.185,650,3760
1,613,5.181,705,3140
1,544,5.197,544,2820
1,702,5.193,534,2660
1,652,5.189,652,3400
1,458,5.201,434,2260
1,434,5.205,434,2260
1,685,5.177,537,3120
1,461,5.197,465,2400
0,980,5.157,1024,4940
1,746,5.185,616,3220
1,760,5.181,645,3340
0,460,5.197,466,2400
1,515,5.197,513,2660
0,725,5.1770000000000005,753,3860
1,439,5.201,429,2260
1,434,5.201,457,2260
0,467,5.201,473,2460
1,540,5.197,503,2860
0,761,5.173,759,3940
1,881,5.181,521,2720
0,476,5.197,464,2680
0,994,5.1610000000000005,902,4660
1,792,5.173,602,3180
1,625,5.189,618,3180
0,462,5.197,463,2420
1,467,5.197,489,2420
1,581,5.189,562,2920
0,470,5.197,469,2420
1,923,5.161,951,4940
0,508,5.197,509,2660
1,570,5.189,612,3020
1,465,5.197,467,2420
1,686,5.177,605,2580
1,504,5.197,505,2620
1,474,5.201,466,2420
0,977,5.161,950,5140
1,511,5.197,534,2580
0,466,5.197,464,2420
1,507,5.197,504,2620
1,579,5.193,542,2820
1,725,5.177,763,4000
1,494,5.197,468,2720
0,521,5.197,469,2460
1,465,5.197,463,2420
1,541,5.193,508,2500
0,513,5.1850000000000005,703,3640
0,943,5.169,931,4780
1,539,5.197,623,3580
1,434,5.205,434,2420
1,431,5.201,461,2260
1,852,5.181,684,3380
1,700,5.173,675,3220
1,549,5.193,620,3280
1,507,5.197,506,2680
1,435,5.201,437,2260
1,465,5.197,465,2420
1,443,5.201,463,2300
1,753,5.185,700,3500
1,529,5.201,488,2520
1,493,5.189,652,3380
1,700,5.189,539,2780
1,542,5.197,512,2620
1,879,5.185,539,4220
1,508,5.197,539,2780
1,996,5.169,992,4820
1,541,5.189,609,3500
1,470,5.197,472,2460
0,469,5.201,475,2580
1,479,5.201,435,2260
0,468,5.201,463,2400
1,432,5.205,473,2200
1,598,5.197,518,2680
1,466,5.201,465,2420
0,531,5.197,527,2760
1,435,5.205,435,2260
1,510,5.197,516,2780
0,468,5.197,466,2420
1,436,5.201,431,2400
1,467,5.201,462,2420
1,584,5.189,620,2820
0,465,5.197,466,2420
1,462,5.201,503,2680
1,464,5.201,467,2420
1,525,5.197,524,2720
1,645,5.181,641,3300
0,467,5.201,491,2400
1,432,5.201,435,2260
1,643,5.185,616,3740
0,975,5.165,1000,5220
0,1050,5.1610000000000005,1006,4980
0,578,5.193,610,3220
1,814,5.177,760,4480
0,931,5.165,857,4420
1,539,5.197,659,3380
1,913,5.169,860,4680
0,466,5.201,489,2500
1,436,5.205,434,2400
1,684,5.189,550,2860
1,538,5.197,562,2920
1,464,5.201,474,2460
1,539,5.193,597,2880
1,539,5.197,545,2580
1,441,5.201,441,2300
1,441,5.201,438,2300
0,461,5.197,471,2580
0,467,5.197,492,2420
1,655,5.181,693,2880
0,1160,5.1530000000000005,1083,4720
1,579,5.197,536,2760
1,654,5.185,539,2820
1,508,5.197,502,2660
1,622,5.181,527,2760
1,491,5.197,491,2560
1,464,5.197,468,2420
1,467,5.201,463,2420
1,438,5.205,465,2300
1,1056,5.165,971,5440
1,655,5.197,521,2560
0,545,5.193,545,2760
1,544,5.197,674,3500
1,437,5.201,433,2260
1,546,5.197,545,2620
0,962,5.157,1122,5400
1,1006,5.161,1008,5180
0,465,5.197,465,2420
1,652,5.189,543,2620
0,986,5.1610000000000005,937,5300
1,764,5.189,517,2660
0,464,5.201,465,2400
0,986,5.157,1080,4780
0,951,5.157,928,5180
1,532,5.201,510,2620
1,468,5.201,468,2460
1,472,5.201,512,2420
1,653,5.189,654,4400
1,423,5.201,433,2400
1,511,5.197,524,2780
0,832,5.165,954,4760
0,627,5.189,614,3280
1,649,5.185,809,4200
1,495,5.201,446,2320
1,501,5.201,478,2500
0,468,5.197,468,2460
1,556,5.201,572,3580
0,510,5.201,466,2420
1,464,5.201,497,2560
0,622,5.185,627,3760
1,530,5.201,507,2660
0,464,5.201,488,2420
1,540,5.201,637,2920
0,461,5.201,463,2420
1,434,5.201,435,2260
1,437,5.205,434,2260
0,464,5.197,471,2460
1,467,5.197,465,2420
1,887,5.165,998,5140
1,448,5.201,448,2320
0,464,5.197,495,2460
1,547,5.197,555,2660
1,560,5.197,671,3120
1,590,5.185,637,2820
1,631,5.193,656,3400
1,521,5.193,603,3340
1,539,5.193,638,3220
1,462,5.201,468,2420
0,839,5.169,918,5020
0,623,5.185,607,3280
1,509,5.197,508,2620
1,463,5.197,470,2580
0,469,5.201,462,2400
0,480,5.197,481,2520
1,652,5.189,538,2760
1,571,5.193,679,3280
1,432,5.205,438,2260
1,478,5.197,479,2500
0,979,5.165,998,4980
1,458,5.201,435,2260
1,520,5.193,494,2620
1,556,5.197,500,2580
1,630,5.193,541,2660
1,510,5.197,511,2620
1,900,5.165,934,4920
1,435,5.201,435,2260
1,523,5.197,514,2980
1,438,5.201,426,2300
0,467,5.201,466,2420
1,573,5.189,807,3940
1,585,5.193,611,3440
1,468,5.197,465,2520
1,547,5.197,650,3080
0,462,5.197,461,2620
1,434,5.205,536,2420
1,521,5.197,583,3600
0,468,5.197,468,2460
1,576,5.193,496,3220
1,478,5.197,476,2460
1,541,5.197,623,3480
1,433,5.201,435,2260
0,485,5.201,463,2420
0,633,5.1690000000000005,531,3740
1,431,5.201,436,2260
1,622,5.185,638,3240
1,434,5.201,435,2300
1,432,5.205,477,2260
0,470,5.197,470,2420
0,547,5.193,473,2460
1,599,5.189,585,3580
0,463,5.201,491,2420
1,470,5.197,473,2500
1,469,5.197,515,2460
1,469,5.201,476,2860
1,705,5.189,539,2660
1,509,5.197,508,2660
1,822,5.173,842,4720
1,687,5.185,592,3940
1,461,5.205,433,2260
0,463,5.197,490,2460
1,432,5.201,432,2260
0,752,5.173,873,3860
0,980,5.165,896,4620
1,475,5.201,482,2500
1,737,5.177,813,4260
1,446,5.201,447,2320
1,505,5.197,505,2660
1,643,5.177,513,2680
1,568,5.189,601,2760
1,598,5.177,543,2860
1,463,5.205,419,2160
1,602,5.189,540,2780
1,749,5.169,656,3740
0,464,5.201,466,2460
1,538,5.197,612,2940
1,528,5.197,608,3580
1,890,5.165,990,4480
1,508,5.189,544,3540
1,434,5.201,427,2300
1,437,5.201,437,2260
1,861,5.185,656,3680
0,1003,5.157,1013,4940
1,466,5.201,474,2500
1,544,5.197,623,2920
1,520,5.193,507,2620
1,434,5.205,428,2400
1,467,5.201,434,2220
1,563,5.189,565,4200
0,466,5.197,465,2400
1,509,5.197,541,2780
1,544,5.189,827,3580
1,530,5.197,679,3080
0,527,5.197,519,2420
1,529,5.193,495,2580
1,880,5.193,538,2580
1,532,5.201,508,2660
1,761,5.177,941,4980
1,714,5.193,543,2620
1,434,5.205,465,2300
1,433,5.201,434,2260
0,464,5.201,466,2620
0,991,5.1530000000000005,931,5300
1,692,5.185,537,2660
0,1059,5.157,1025,5580
1,836,5.177,837,4100
1,467,5.201,465,2400
0,959,5.165,928,4760
1,438,5.205,456,2500
1,942,5.157,1038,5340
1,536,5.197,489,3040
1,488,5.197,471,2420
1,667,5.185,540,2820
1,544,5.193,683,3380
0,958,5.1610000000000005,995,5300
1,579,5.189,704,3040
1,519,5.197,589,3040
1,516,5.197,516,2660
1,546,5.193,603,3140
1,661,5.185,548,2760
0,462,5.201,464,2420
1,433,5.201,432,2260
1,423,5.205,440,2260
1,943,5.177,819,3640
1,792,5.181,815,3400
1,528,5.197,563,3080
0,1055,5.165,996,4840
1,919,5.157,1019,4620
1,506,5.197,521,2660
1,518,5.197,634,3280
1,606,5.185,603,3220
1,613,5.185,602,3180
1,504,5.197,507,2620
1,533,5.193,494,2980
0,932,5.1610000000000005,944,5040
1,432,5.205,432,2260
1,633,5.185,597,3140
1,450,5.201,434,2260
1,624,5.189,535,2780
1,464,5.197,466,2720
1,968,5.165,1015,4880
1,827,5.177,819,3340
1,500,5.197,495,2580
0,509,5.197,506,2620
1,439,5.201,437,2300
0,872,5.165,1022,4880
1,505,5.189,563,3300
1,465,5.201,467,2360
0,909,5.165,1005,5080
1,483,5.197,470,2420
1,735,5.193,562,2920
0,988,5.1610000000000005,1005,5080
1,752,5.165,557,4160
1,915,5.193,683,3760
0,972,5.1610000000000005,920,4480
0,469,5.197,494,2460
1,533,5.197,504,2660
1,645,5.185,656,3740
0,464,5.201,490,2400
0,950,5.161,990,5180
1,491,5.201,464,2420
0,883,5.165,846,4820
0,473,5.197,469,2420
1,616,5.185,616,3180
0,464,5.201,469,2560
1,491,5.193,576,3400
1,549,5.185,593,2820
1,480,5.197,546,2880
0,472,5.201,471,2460
0,477,5.201,488,2420
1,597,5.189,539,2780
1,435,5.201,435,2260
0,915,5.165,953,4920
1,512,5.193,507,2460
1,466,5.197,464,2400
1,440,5.201,440,2300
1,655,5.189,537,2780
1,764,5.177,935,4560
1,438,5.201,439,2420
1,468,5.197,464,2420
1,755,5.173,541,2680
1,467,5.197,464,2420
1,601,5.189,480,2860
1,470,5.201,470,2920
0,465,5.197,460,2400
1,511,5.197,511,2680
1,508,5.197,517,2620
0,467,5.197,465,2420
1,433,5.201,435,2260
1,662,5.177,535,3040
1,564,5.185,665,3440
1,469,5.197,470,2520
1,512,5.197,512,2680
1,654,5.189,693,3480
1,468,5.197,468,2980
0,467,5.197,466,2420
0,905,5.165,929,4620
1,680,5.185,648,3280
1,470,5.197,466,2500
1,650,5.185,536,2780
1,433,5.201,501,2260
1,503,5.197,510,2660
0,937,5.1690000000000005,891,4320
1,527,5.197,644,3220
1,631,5.189,582,2820
1,536,5.185,618,2780
1,582,5.193,570,3380
1,478,5.201,463,2200
1,450,5.201,432,2260
1,584,5.193,609,3120
0,585,5.189,623,2820
1,546,5.193,634,3240
1,466,5.197,467,2420
1,467,5.197,466,2420
1,735,5.193,538,2780
1,602,5.197,534,2620
1,439,5.201,440,2300
0,945,5.165,967,4680
1,436,5.205,436,2400
1,773,5.197,510,2620
1,539,5.193,494,2560
1,536,5.197,498,2560
1,463,5.197,468,2420
1,671,5.189,536,2680
1,511,5.197,509,2660
1,476,5.197,492,2560
1,796,5.189,624,2680
0,467,5.201,465,2560
1,631,5.181,516,2660
1,496,5.197,506,2780
1,433,5.201,430,2220
1,434,5.201,437,2400
0,563,5.193,741,2820
1,484,5.197,498,2660
1,478,5.197,481,2500
1,822,5.193,541,2820
1,509,5.197,492,2500
1,439,5.201,446,2360
1,429,5.201,437,2300
0,1082,5.1690000000000005,1077,5580
1,436,5.201,453,2360
0,938,5.165,941,4840
1,434,5.201,437,2260
1,543,5.197,564,3800
1,463,5.201,423,2200
1,438,5.205,421,2420
1,570,5.193,639,3220
1,463,5.197,470,2420
1,469,5.201,473,2420
0,962,5.165,961,4680
0,945,5.1770000000000005,784,3740
1,539,5.193,500,2920
1,453,5.201,453,2360
1,607,5.185,544,2680
1,917,5.161,918,4880
1,761,5.189,662,3680
1,469,5.201,465,2420
1,481,5.201,439,2760
1,464,5.197,466,2400
0,609,5.189,612,3140
1,473,5.201,501,2460
1,539,5.197,575,2980
1,461,5.197,461,2420
0,465,5.197,463,2460
1,461,5.197,462,2460
1,548,5.189,612,2820
1,465,5.201,492,2420
1,465,5.197,463,2400
0,467,5.193,491,2460
0,1076,5.1690000000000005,1024,4840
1,436,5.205,435,2220
1,503,5.197,657,3400
0,465,5.197,467,2400
1,614,5.189,705,2820
1,504,5.197,503,2660
1,540,5.193,660,3240
1,435,5.201,459,2200
1,463,5.205,504,2260
1,460,5.201,432,2460
1,751,5.185,670,3440
1,471,5.201,473,2460
1,740,5.189,659,3400
0,1043,5.1610000000000005,986,5220
1,577,5.197,781,4040
0,463,5.201,467,2420
0,496,5.197,496,2580
1,547,5.197,499,2620
1,452,5.201,447,2320
1,462,5.197,471,2460
1,646,5.189,779,3900
0,888,5.1610000000000005,887,5300
0,464,5.201,468,2400
1,561,5.197,500,2580
0,483,5.193,485,2460
1,506,5.197,533,2760
0,462,5.201,464,2400
1,579,5.197,529,2780
1,965,5.169,948,4840
1,427,5.201,439,2300
0,465,5.197,467,2560
0,470,5.201,464,2420
1,475,5.201,475,2620
1,648,5.185,539,2780
1,541,5.197,540,2660
1,677,5.181,704,3600
1,779,5.193,541,2820
1,539,5.185,580,2860
0,491,5.201,466,2420
1,646,5.185,620,3300
1,506,5.197,512,2660
0,465,5.197,463,2400
1,458,5.201,432,2260
1,835,5.169,904,4820
1,561,5.197,530,2880
1,467,5.201,477,2500
1,660,5.181,546,3140
1,428,5.201,434,2400
1,593,5.189,662,2880
1,439,5.205,519,2300
1,540,5.197,561,3220
1,582,5.185,536,2820
1,445,5.205,436,2260
1,614,5.189,670,2880
1,568,5.197,543,2860
0,496,5.197,465,2420
1,487,5.201,460,2420
0,939,5.165,936,4680
0,1090,5.157,1039,5220
1,640,5.189,686,3280
1,509,5.197,506,2620
1,550,5.193,508,2660
1,662,5.185,916,4260
1,556,5.197,555,3020
1,438,5.201,434,2400
1,462,5.197,490,2400
1,504,5.193,483,2520
0,464,5.201,493,2400
0,465,5.197,606,2920
1,761,5.181,605,3120
1,636,5.197,539,2780
0,924,5.165,922,4840
1,455,5.201,436,2520
1,670,5.189,658,2820
0,935,5.1610000000000005,1002,4980
0,1031,5.1530000000000005,1085,5600
1,504,5.193,641,3180
1,442,5.201,440,2300
1,611,5.189,511,2660
1,674,5.197,562,2660
1,837,5.165,952,4820
1,523,5.193,633,3280
1,486,5.197,465,2420
0,982,5.1610000000000005,1000,4760
1,695,5.189,506,3180
1,907,5.165,867,4720
0,485,5.201,467,2420
1,434,5.205,433,2260
0,1004,5.157,1033,4880
1,463,5.193,464,2420
1,1023,5.165,1021,5020
0,982,5.165,911,4940
1,518,5.189,911,3380
0,467,5.197,464,2420
1,725,5.189,619,3220
1,964,5.165,1023,4300
0,465,5.201,466,2460
1,506,5.189,551,4780
1,531,5.189,653,3380
1,478,5.197,480,2520
0,464,5.201,463,2560
1,470,5.197,461,2580
1,780,5.181,665,3440
1,944,5.161,975,4680
1,441,5.205,461,2260
1,638,5.193,591,3140
1,865,5.193,536,2660
1,464,5.197,462,2400
1,442,5.197,459,2300
1,675,5.189,508,2660
1,982,5.161,892,4680
0,468,5.197,465,2420
1,576,5.185,601,3120
1,638,5.189,624,4520
0,465,5.201,465,2420
1,781,5.177,675,3400
0,540,5.193,572,2980
1,435,5.201,435,2420
1,468,5.197,468,2420
1,608,5.193,601,3400
1,462,5.197,498,2460
0,467,5.197,463,2560
1,482,5.197,474,2420
1,598,5.181,539,2780
1,894,5.185,696,3600
1,831,5.197,509,2620
1,965,5.161,966,5020
1,696,5.193,540,2580
1,711,5.181,624,2980
1,528,5.201,546,3680
1,433,5.201,439,2300
1,650,5.181,602,2760
0,938,5.157,956,4920
0,488,5.197,463,2420
1,1087,5.161,1043,5280
1,456,5.201,431,2260
1,509,5.197,508,2660
0,948,5.173,732,3700
1,459,5.205,436,2220
0,1003,5.165,969,4820
1,428,5.205,433,2260
1,661,5.185,550,2860
0,1033,5.1610000000000005,1024,4680
1,478,5.197,510,2420
0,490,5.201,464,2400
1,524,5.197,562,3480
0,465,5.197,464,2420
1,473,5.197,471,2460
1,650,5.185,536,2780
0,994,5.157,996,4840
1,431,5.205,433,2160
1,855,5.169,901,4660
1,630,5.181,538,2820
1,492,5.201,465,2420
0,509,5.201,504,2420
1,528,5.189,557,3740
1,545,5.189,477,2580
1,528,5.197,512,2660
1,552,5.193,609,3140
1,508,5.201,534,2780
1,924,5.161,956,5580
0,979,5.165,915,4820
0,463,5.197,465,2420
1,685,5.189,537,2780
0,508,5.201,470,2420
1,515,5.197,518,2780
1,973,5.161,987,5240
1,425,5.201,433,2620
1,922,5.165,944,4480
1,771,5.181,678,3500
1,652,5.177,536,2780
1,477,5.197,505,2940
1,675,5.189,643,3340
1,486,5.197,466,2420
1,639,5.177,580,3020
1,573,5.189,628,3080
1,556,5.193,536,2780
0,469,5.201,468,2420
1,449,5.201,433,2260
0,544,5.201,462,2400
0,467,5.201,497,2400
1,641,5.177,544,2820
1,464,5.197,461,2420
1,898,5.189,652,3380
1,487,5.197,464,2420
0,914,5.1610000000000005,918,4980
1,438,5.201,462,2400
1,703,5.185,630,4160
0,860,5.165,889,4580
0,596,5.193,604,2660
0,504,5.201,471,2460
1,540,5.197,532,2880
1,440,5.201,441,2260
1,528,5.197,503,2620
0,510,5.197,622,2420
1,776,5.177,653,3380
0,464,5.201,465,2420
1,585,5.189,581,2980
1,466,5.197,466,2420
1,451,5.201,482,2360
1,495,5.189,597,3120
1,545,5.193,506,3080
1,799,5.185,608,3240
1,538,5.197,570,3480
1,649,5.193,543,3120
1,507,5.197,509,2620
0,462,5.197,488,2520
1,705,5.189,922,2820
1,542,5.197,585,3020
1,537,5.197,501,3040
1,479,5.197,475,2820
1,513,5.193,566,3500
0,568,5.193,543,2820
0,465,5.201,466,2560
1,535,5.197,496,2580
1,682,5.177,543,2780
1,434,5.201,435,2420
1,495,5.197,504,2620
1,623,5.185,538,2940
1,665,5.181,851,4160
0,465,5.197,461,2400
1,481,5.201,515,2500
1,430,5.201,436,2260
1,553,5.197,618,2940
1,596,5.193,650,3680
0,471,5.197,467,2420
1,549,5.189,539,2780
1,508,5.201,507,2660
1,563,5.197,547,2680
1,436,5.205,432,2260
0,873,5.1690000000000005,951,4780
0,956,5.165,976,5140
0,464,5.197,493,2420
1,464,5.201,466,2400
1,539,5.197,500,2580
1,642,5.185,554,2860
0,952,5.1610000000000005,972,4980
1,437,5.201,433,2260
0,473,5.197,467,2420
1,555,5.193,592,3240
1,435,5.205,478,2320
1,436,5.197,495,2400
1,498,5.193,499,2720
0,478,5.201,478,2500
1,543,5.189,665,3400
1,534,5.197,507,2860
0,464,5.201,463,2420
0,461,5.201,462,2400
1,533,5.193,502,2860
1,465,5.197,468,2500
1,462,5.197,462,2420
1,549,5.197,614,3020
0,622,5.185,613,3240
1,642,5.189,654,2780
0,1006,5.157,917,4780
1,1008,5.161,1066,5400
0,1037,5.173,919,4480
1,439,5.201,471,2300
0,612,5.185,653,3140
1,463,5.197,465,2420
1,584,5.189,641,3960
1,633,5.189,699,2780
1,546,5.189,615,3180
1,508,5.197,511,2620
1,439,5.205,436,2260
0,494,5.197,469,2420
1,574,5.189,650,3540
1,479,5.197,479,2500
1,530,5.189,616,4120
1,474,5.197,465,2500
1,596,5.189,540,3040
1,590,5.189,744,2780
0,1016,5.169,867,4940
1,443,5.201,446,2300
1,609,5.177,555,2860
1,477,5.201,443,2300
0,464,5.201,464,2400
0,468,5.201,487,2400
0,1101,5.157,951,4720
1,453,5.201,446,2500
1,840,5.165,985,5080
1,432,5.201,436,2260
1,520,5.197,463,2400
0,890,5.165,956,5040
0,466,5.201,468,2460
1,471,5.197,470,2460
1,615,5.189,625,3800
1,433,5.201,432,2260
1,653,5.189,769,3340
1,492,5.201,470,2220
1,921,5.169,922,4680
1,859,5.197,514,2680
1,439,5.201,422,2260
1,434,5.201,433,2260
1,591,5.193,618,3240
1,465,5.201,463,2400
0,965,5.157,927,5240
0,464,5.197,463,2420
1,434,5.205,434,2400
1,716,5.189,549,2860
1,824,5.197,519,2680
1,473,5.193,466,2420
1,543,5.193,470,2720
0,976,5.165,970,4620
1,544,5.197,556,2560
1,688,5.185,592,2860
1,666,5.181,643,2860
1,440,5.201,439,2300
1,682,5.177,644,3440
1,707,5.181,537,2780
1,448,5.201,449,2320
0,531,5.201,475,2460
1,619,5.197,502,2980
1,431,5.201,479,2500
0,528,5.193,616,3040
1,468,5.197,470,2400
1,516,5.197,547,2720
1,635,5.189,633,3280
1,647,5.189,665,3140
1,431,5.205,433,2260
1,606,5.193,687,3380
1,435,5.205,461,2260
1,797,5.185,695,3600
0,999,5.1610000000000005,976,5040
1,436,5.205,433,2360
1,539,5.193,494,2760
0,465,5.201,463,2400
0,944,5.161,936,4840
1,455,5.197,434,2300
1,723,5.197,540,2620
0,478,5.201,468,2420
0,972,5.165,1015,5020
1,468,5.201,466,2420
1,438,5.201,436,2400
1,445,5.205,463,2360
0,469,5.197,495,2560
1,657,5.185,840,3940
1,501,5.197,502,2620
1,480,5.197,483,2520
1,642,5.189,613,3380
1,615,5.177,567,2780
1,466,5.197,465,2420
1,462,5.193,491,2560
0,465,5.201,462,2400
1,759,5.177,658,3400
1,649,5.189,539,2620
1,738,5.189,661,2820
1,437,5.201,488,2260
1,718,5.185,952,4200
0,467,5.197,470,2460
1,439,5.201,435,2300
1,497,5.201,506,2620
1,497,5.197,537,2660
1,501,5.189,558,3140
0,465,5.201,462,2400
1,539,5.197,626,3180
0,468,5.197,467,2420
1,539,5.197,509,2580
0,466,5.197,465,2420
0,874,5.169,927,4680
1,469,5.197,487,2420
1,539,5.193,510,2860
1,581,5.185,612,2920
1,928,5.197,494,2780
1,517,5.193,627,3240
1,701,5.189,833,3380
1,504,5.197,503,2580
1,474,5.201,474,2460
1,437,5.205,435,2260
1,861,5.193,534,2560
1,465,5.201,466,2420
1,478,5.201,479,2500
1,519,5.197,504,2680
1,540,5.197,617,3220
0,521,5.197,469,2460
1,516,5.197,506,2660
0,467,5.201,472,2420
1,626,5.185,619,2820
0,480,5.197,470,2460
1,620,5.185,538,2780
1,467,5.201,468,2420
1,615,5.189,583,3480
1,433,5.205,436,2260
1,467,5.201,464,2420
0,468,5.197,463,2420
1,540,5.197,506,3120
1,618,5.185,619,3240
1,431,5.205,435,2260
0,931,5.165,899,4920
0,988,5.1610000000000005,1073,5540
0,490,5.197,466,2420
1,670,5.189,842,2860
1,464,5.201,465,2580
1,469,5.201,468,2460
1,431,5.201,433,2420
1,948,5.193,600,2760
1,509,5.193,512,2760
1,613,5.185,543,2680
1,465,5.205,442,2300
1,443,5.201,436,2260
1,468,5.197,467,2460
0,1006,5.157,1059,5480
1,540,5.197,521,2920
1,700,5.193,538,2920
1,471,5.201,468,2880
1,571,5.181,654,2860
1,509,5.201,433,2220
1,748,5.197,607,2620
0,496,5.197,477,2460
1,1038,5.169,704,3180
1,432,5.201,436,2260
0,464,5.197,467,2420
1,437,5.201,434,2260
0,552,5.193,522,2780
1,446,5.201,447,2320
1,650,5.169,964,3580
1,427,5.201,448,2260
1,462,5.197,462,2420
1,538,5.193,619,3280
1,580,5.189,665,4040
1,620,5.185,872,3220
1,542,5.197,655,3400
1,614,5.193,702,3640
1,461,5.197,463,2420
1,859,5.193,552,2680
1,576,5.189,652,3680
1,620,5.189,648,3220
1,675,5.189,813,3580
1,545,5.197,492,2820
1,450,5.201,468,2260
1,648,5.185,647,3400
1,436,5.205,436,2260
1,463,5.201,462,2400
1,492,5.201,477,2460
1,540,5.197,659,3400
1,441,5.201,440,2260
1,504,5.197,511,2660
1,504,5.197,499,2620
1,622,5.193,543,2620
1,686,5.181,688,3540
0,471,5.197,467,2420
0,489,5.197,514,2680
1,566,5.189,656,3760
1,469,5.193,476,2720
0,500,5.201,469,2460
1,953,5.165,943,4840
1,438,5.201,435,2260
1,750,5.177,648,3400
1,541,5.197,605,2680
1,432,5.201,436,2260
1,959,5.161,952,4920
1,465,5.197,477,2400
1,472,5.197,464,2420
1,467,5.201,475,2420
1,481,5.201,482,3020
1,550,5.193,541,2720
1,534,5.193,588,3040
0,937,5.165,944,4880
1,521,5.197,650,3760
1,543,5.197,570,3140
1,546,5.197,525,2720
1,532,5.189,583,3040
1,466,5.201,467,2420
0,930,5.165,902,5240
1,597,5.185,556,2680
1,482,5.201,481,2660
1,740,5.189,536,2780
1,535,5.197,689,3040
1,511,5.197,509,2660
0,477,5.197,485,2420
1,592,5.193,770,3740
0,619,5.189,641,3180
1,604,5.185,547,2780
0,907,5.165,905,4680
1,602,5.185,554,2820
1,433,5.201,458,2220
1,572,5.189,694,3300
0,910,5.165,825,4200
1,1097,5.157,972,5020
1,644,5.185,541,2820
0,943,5.169,885,5120
0,517,5.197,467,2420
1,677,5.181,613,3180
1,734,5.185,649,3340
1,488,5.197,467,2420
1,439,5.201,435,2260
1,501,5.197,506,2760
1,727,5.193,549,2680
0,464,5.197,465,2420
0,464,5.201,468,2420
1,607,5.189,575,3300
1,660,5.197,555,2820
1,540,5.193,516,3140
1,641,5.197,539,3300
1,540,5.197,687,3080
1,688,5.177,784,4320
0,917,5.165,903,4760
1,438,5.205,423,2300
0,960,5.165,948,4820
0,469,5.197,471,2460
1,614,5.193,534,2880
1,678,5.185,649,4920
1,508,5.201,507,2720
1,534,5.185,710,3540
1,713,5.193,774,3240
1,466,5.197,472,2460
1,468,5.201,494,2460
1,567,5.185,661,2780
0,466,5.201,466,2400
1,602,5.185,540,2820
1,535,5.193,500,3340
1,1027,5.157,1034,5600
1,544,5.197,616,2980
1,464,5.201,464,2420
0,537,5.193,512,2660
1,463,5.197,461,2400
1,506,5.193,548,3380
1,808,5.173,649,3440
0,1008,5.161,998,5500
0,1014,5.1690000000000005,967,4940
1,646,5.185,644,3700
0,928,5.157,980,4880
1,462,5.201,468,2420
1,537,5.197,574,2980
1,467,5.201,465,2400
1,508,5.197,506,2620
1,534,5.193,540,3340
1,597,5.181,627,3180
1,450,5.201,445,2320
1,440,5.205,439,2300
1,465,5.197,474,2460
0,572,5.181,650,3300
0,929,5.165,913,4400
1,552,5.193,517,2660
1,642,5.181,539,2780
0,470,5.201,468,2420
0,1075,5.1610000000000005,1071,4760
1,637,5.189,535,2780
1,653,5.185,685,3940
0,594,5.189,506,3220
1,439,5.205,437,2300
1,648,5.189,556,3020
1,595,5.185,545,2860
1,458,5.201,430,2220
1,440,5.201,441,2300
1,597,5.189,541,2760
1,541,5.197,628,3600
1,610,5.185,614,3140
1,558,5.197,626,2880
1,539,5.193,540,2720
1,482,5.201,434,2220
1,656,5.197,542,2820
0,465,5.197,487,2420
1,490,5.197,466,2400
1,494,5.193,560,3800
1,475,5.201,476,2500
1,468,5.197,468,2420
1,496,5.185,651,3380
0,462,5.201,461,2420
1,509,5.197,577,2860
1,898,5.197,503,2620
1,930,5.165,943,4980
1,476,5.201,474,2460
1,508,5.197,533,2780
1,534,5.185,672,3020
1,510,5.197,513,2660
0,898,5.165,916,4660
1,479,5.201,476,2620
0,465,5.201,556,2780
1,633,5.189,632,3240
0,463,5.197,464,2400
1,460,5.201,433,2220
1,435,5.201,435,2260
0,1061,5.157,1020,5020
1,537,5.197,502,3400
1,577,5.181,541,2940
1,465,5.197,462,2420
1,574,5.193,534,2860
1,931,5.185,650,3380
0,686,5.189,618,3220
1,463,5.201,447,2300
1,595,5.197,518,2680
0,464,5.201,468,2420
1,504,5.197,508,2620
1,614,5.197,506,2660
1,563,5.197,537,2820
1,997,5.161,919,5180
1,548,5.193,651,4480
1,649,5.181,793,4060
1,514,5.197,536,2660
0,954,5.1610000000000005,1002,5020
1,434,5.205,434,2300
1,712,5.177,530,2680
0,491,5.197,467,2420
1,575,5.189,871,3800
1,505,5.197,506,2620
0,463,5.201,464,2420
0,474,5.201,471,2460
1,647,5.189,673,4300
1,650,5.189,759,3640
1,432,5.201,535,2300
1,538,5.193,497,2940
1,522,5.197,503,2620
0,919,5.165,933,4580
1,539,5.193,578,3340
0,466,5.197,462,2420
1,466,5.201,463,2400
0,526,5.201,464,2460
1,559,5.189,606,3380
1,877,5.193,566,2620
1,575,5.177,548,2720
1,788,5.177,651,3380
0,470,5.201,474,2460
1,515,5.189,668,3680
1,697,5.197,497,2580
1,523,5.197,510,2660
1,675,5.177,539,2940
